portal_id	phylum	subphylum	class	order	family
Intcon1_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Incertae sedis	Incertae sedis
Iscben1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Ischnodermataceae
Jamsp1	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Microstromatales	Incertae sedis
Kavalb1	Basidiomycota	Agaricomycotina	Agaricomycetes	Gomphales	Gomphaceae
Kocim1	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Incertae sedis
Kurarg1	Basidiomycota	Agaricomycotina	Agaricomycetes	Corticiales	Corticiaceae
Lacaka1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Laccon1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lacdel1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lachat1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lachen1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lacind1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lacpsa1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lacpse1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lacsan1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lacsub1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lactsubd1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lacviv1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Lacvol1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Laxbic1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Gloeocystidiellaceae
Lenvul1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Auriscalpiaceae
Lepmol1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Irpicaceae
Leucr1	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae
Leumo1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Hygrophoropsidaceae
Lycper1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Lycoperdaceae
MecolCla_1	Basidiomycota	Pucciniomycotina	Pucciniomycetes	Pucciniales	Melampsoraceae
Meimi1	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae
Melap1finSC_191	Basidiomycota	Pucciniomycotina	Pucciniomycetes	Pucciniales	Melampsoraceae
Melbro1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Melanogastraceae
Melen1	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Urocystidiales	Melanotaeniaceae
Mersum1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Meripilaceae
Monili2	Basidiomycota	Ustilaginomycotina	Moniliellomycetes	Moniliellales	Moniliellaceae
Mrafri1	Basidiomycota	Agaricomycotina	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae
Muloch1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Mutel1	Basidiomycota	Agaricomycotina	Agaricomycetes	Phallales	Phallaceae
Myc59_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Mycalb1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycale1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycami1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycbel1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Myccro1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycden1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Nidulariaceae
Mycepi1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycfil1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycflo1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycgale1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Mychae1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Myclat1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Myclep1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Mycmac1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycmet1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Mycoli1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Mycpol1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycpur1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycreb1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycros1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Mycrub1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Mycsan1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycvit1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Mycvul1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Naifl1	Basidiomycota	Pucciniomycotina	Classiculomycetes	Classiculales	Classiculaceae
Niavib1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Niaceae
Niddef1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Nidulariaceae
Nidsp1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Nidulariaceae
Obbri1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incertae sedis
Olipa1	Basidiomycota	Agaricomycotina	Agaricomycetes	Auriculariales	Incertae sedis
Panst_KUC8834_1_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Panst_LUM_1_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Papla1	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Rhynchogastremataceae
Pauans1	Basidiomycota	Agaricomycotina	Agaricomycetes	Corticiales	Corticiaceae
Paxam1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Paxillaceae
Persub1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae
Phapla1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Chromocyphellaceae
Phefer1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
Pheign1_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
Pheni1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
Phevit1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
Phlfa1	Basidiomycota	Pucciniomycotina	Atractiellomycetes	Atractiellales	Phleogenaceae
Phlsub1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Meruliaceae
Phohig1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Strophariaceae
Phosp1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Strophariaceae
Pilbys1	Basidiomycota	Agaricomycotina	Agaricomycetes	Atheliales	Atheliaceae
Pilsph1	Basidiomycota	Agaricomycotina	Agaricomycetes	Atheliales	Atheliaceae
Polsqu1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae
Porchr1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
Pormuc1	Basidiomycota	Agaricomycotina	Agaricomycetes	Trechisporales	Hydnodontaceae
Pornie1_2	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
Porspa1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Phanerochaetaceae
Possti1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Dacryobolaceae
Ptegra1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Pterulaceae
Pycful1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incertae sedis
Radcon1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Pterulaceae
Resbic1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Incertae sedis
Rhanym2_1	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Doassansiales	Rhamphosporaceae
Rhitru1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Rhizopogonaceae
Rhivi1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Rhizopogonaceae
Rhivul1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Rhizopogonaceae
Rhobu1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Omphalotaceae
Rhodsp1	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Microstromatales	Microstromataceae
Rhomi1	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae
Ricfib1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Repetobasidiaceae
Ricme1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Peniophoraceae
Rigmic1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Coriolaceae
Rorror1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae
Rusbre1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Ruscom1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Rusdis1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Rusear1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Ruseme1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Ruseme113_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Rusoch1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Rusrug1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Rusvin1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae
Sacfar1	Basidiomycota	Pucciniomycotina	Atractiellomycetes	Atractiellales	Phleogenaceae
Schpa1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Schizoporaceae
Sclcihr1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Sclerodermataceae
Sclhys1_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Geastrales	Sclerogasteraceae
Sclyun1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Sclerodermataceae
Scysp1_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Lachnocladiaceae
Sepsp1	Basidiomycota	Pucciniomycotina	Pucciniomycetes	Septobasidiales	Septobasidiaceae
Serbor1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Amylocorticiaceae
Sidvul1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Rickenellaceae
Sirint1	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Sirobasidiaceae
Sisbri1	Basidiomycota	Agaricomycotina	Agaricomycetes	Corticiales	Corticiaceae
Sismus1	Basidiomycota	Agaricomycotina	Agaricomycetes	Corticiales	Corticiaceae
Sisrad1	Basidiomycota	Agaricomycotina	Agaricomycetes	Corticiales	Corticiaceae
Sisser1	Basidiomycota	Agaricomycotina	Agaricomycetes	Corticiales	Corticiaceae
Skebig1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae
Skeste1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae
Slopil1	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Incertae sedis	Chrysozymaceae
Spalat1	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Sparassidaceae
Spogra1_1	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae
Spoli1	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes	Spiculogloeales	Spiculogloeaceae
Spopa1	Basidiomycota	Pucciniomycotina	Incertae sedis	Sporidiobolales	Incertae sedis
Stepol1	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Cuniculitremaceae
Suibr2	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Suillaceae
Suisub1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Suillaceae
Tescy1	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Ustilaginales	Cintractiellaceae
Thacu1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Ceratobasidiaceae
Thega1	Basidiomycota	Agaricomycotina	Agaricomycetes	Thelephorales	Thelephoraceae
Tilalb1	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Entylomatales	Entylomataceae
Tillet1	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Entylomatales	Incertae sedis
Tilwa1	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Entylomatales	Entylomataceae
Treen1	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Naemateliaceae
Trich1	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Trichosporonaceae
Trigue1	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Trichosporonaceae
Triol1	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Trichosporonaceae
Tripop1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae
Trisp1	Basidiomycota	Pucciniomycotina	Tritirachiomycetes	Tritirachiales	Tritirachiaceae
Tul14233_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
Tulcal1571_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
Tulhel1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
Tulirr1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
Tulsp217B_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
Tulsp5341_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
Tulsp791A_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
Tulsp791B_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
Tulsp812A_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
TulspSV61_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Tulasnellaceae
Tylas1	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Incertae sedis
TyphTRa3160C_1	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Typhulaceae
Uniuni1	Basidiomycota	Agaricomycotina	Dacrymycetes	Dacrymycetales	Dacrymycetaceae
Uroocc1	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Urocystidiales	Urocystidaceae
Uropr1	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Urocystidiales	Urocystidaceae
Ustgig1	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Ustilaginales	Cintractiaceae
Ustsp1	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Violaceomycetales	Violaceomycetaceae
Varmin1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Lachnocladiaceae
Velabi1	Basidiomycota	Agaricomycotina	Agaricomycetes	Gloeophyllales	Gloeophyllaceae
Xentul1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Xenasmataceae
Xenvag1	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Xenasmataceae
Xerba1	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae
Xylrem1	Basidiomycota	Agaricomycotina	Agaricomycetes	Hymenochaetales	Schizoporaceae
Blabri1	Blastocladiomycota	Incertae sedis	Blastocladiomycetes	Blastocladiales	Blastocladiaceae
Catan2	Blastocladiomycota	Incertae sedis	Blastocladiomycetes	Blastocladiales	Catenariaceae
Parsed1	Blastocladiomycota	Incertae sedis	Blastocladiomycetes	Blastocladiales	Physodermataceae
Blyhe1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Incertae sedis	Incertae sedis
Caupr1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Spizellomycetales	Caulochytriaceae
Caupr_SCcomb	Chytridiomycota	Incertae sedis	Chytridiomycetes	Spizellomycetales	Caulochytriaceae
Chyhya1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Chytridiales	Chytriomycetaceae
Chylag1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Chytridiales	Chytridiaceae
Chytri1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Chytridiales	Chytriomycetaceae
Clapol1_1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Cladochytriales	Cladochytriaceae
Clarep1_1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Cladochytriales	Cladochytriaceae
Enthel1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Chytridiales	Chytriomycetaceae
Entlut1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Chytridiales	Chytriomycetaceae
Fimjon1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Spizellomycetales	Powellomycetaceae
Gaesem1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae
Gervar1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Spizellomycetales	Powellomycetaceae
Glopol1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Rhizophydiales	Globomycetaceae
Gorhay1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Rhizophydiales	Gorgonomycetaceae
Hyacur1	Chytridiomycota	Incertae sedis	Monoblepharidomycetes	Monoblepharidales	Incertae sedis
Obemuc1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Chytridiales	Chytriomycetaceae
Polagg1_1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Polychytriales	Incertae sedis
Powhir1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Spizellomycetales	Powellomycetaceae
Triarc1	Chytridiomycota	Incertae sedis	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae
Lenpar1	Mucoromycota	Mucoromycotina	Mucoromycetes	Mucorales	Lentamycetaceae
Lenzyc1	Mucoromycota	Mucoromycotina	Mucoromycetes	Mucorales	Lentamycetaceae
Abscae1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Cunninghamellaceae
Absrep1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Cunninghamellaceae
Amyrou1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Bacci1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Backusellaceae
Baclam1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Backusellaceae
Basme2finSC	Zoopagomycota	Entomophthoromycotina	Incertae sedis	Entomophthorales	Incertae sedis
Basme92_1	Zoopagomycota	Incertae sedis	Incertae sedis	Basidiobolales	Basidiobolaceae
Benpoi1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Blatri1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Choanephoraceae
Blatri_F921_1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Choanephoraceae
Blatri_F986_2	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Choanephoraceae
Chabre1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Chaetocladiaceae
Chlpad1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Cunninghamellaceae
Chocucu1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Choanephoraceae
Cirumb1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Lichtheimiaceae
Coemoj1	Zoopagomycota	Kickxellomycotina	Incertae sedis	Kickxellales	Kickxellaceae
Coespi1	Zoopagomycota	Kickxellomycotina	Incertae sedis	Kickxellales	Kickxellaceae
Cokrec1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Conth1	Zoopagomycota	Entomophthoromycotina	Incertae sedis	Entomophthorales	Ancylistaceae
Cunbla1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Cunninghamellaceae
Cunech1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Cunninghamellaceae
Dicele1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Lichtheimiaceae
Dicrob1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Lichtheimiaceae
DimcrSC1	Zoopagomycota	Kickxellomycotina	Incertae sedis	Dimargaritales	Dimargaritaceae
Disdec1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Disorn1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Ellano2	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Endsp1	Zoopagomycota	Mucoromycotina	Incertae sedis	Endogonales	Endogonaceae
Entech1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Entlig1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Entmai1	Zoopagomycota	Entomophthoromycotina	Incertae sedis	Entomophthorales	Entomophthoraceae
Entmec1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Fenlin1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Lichtheimiaceae
FenlinCB54_1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Lichtheimiaceae
Gilper1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Choanephoraceae
Gonbut1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Cunninghamellaceae
Halrad1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Cunninghamellaceae
Helpul1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Hesve2finisherSC	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Cunninghamellaceae
Jimfl_AD_1	Zoopagomycota	Mucoromycotina	Incertae sedis	Endogonales	Endogonaceae
Jimfl_GMNB39_1	Zoopagomycota	Mucoromycotina	Incertae sedis	Endogonales	Endogonaceae
Kicala1	Zoopagomycota	Kickxellomycotina	Incertae sedis	Kickxellales	Kickxellaceae
Kircor1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Lichy1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Lichtheimiaceae
Linpe1	Zoopagomycota	Kickxellomycotina	Incertae sedis	Kickxellales	Kickxellaceae
Lobtra1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Marpt1	Zoopagomycota	Kickxellomycotina	Incertae sedis	Kickxellales	Incertae sedis
Moramb1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Morel_U14_1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Mormul1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Morsel1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Morwol1	Zoopagomycota	Mortierellomycotina	Incertae sedis	Mortierellales	Mortierellaceae
Mucmuc1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Mucpir1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Mycafr1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mycotyphaceae
Mycind1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mycotyphaceae
Parpar1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Phaart1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Lichtheimiaceae
Phybla1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Phycomycetaceae
Pilano1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Pilumb1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Pilobolaceae
Pincor1_1	Zoopagomycota	Kickxellomycotina	Incertae sedis	Kickxellales	Kickxellaceae
Pipcy3_1	Zoopagomycota	Zoopagomycotina	Incertae sedis	Zoopagales	Piptocephalidaceae
Piptie1	Zoopagomycota	Zoopagomycotina	Incertae sedis	Zoopagales	Piptocephalidaceae
PnitS607_1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Phycomycetaceae
PnitS608_1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Phycomycetaceae
PnitS609_1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Phycomycetaceae
Radspe1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Radiomycetaceae
Rambr1	Zoopagomycota	Kickxellomycotina	Incertae sedis	Kickxellales	Incertae sedis
Rhimi1_1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Rhizopodaceae
Spiasp1	Zoopagomycota	Kickxellomycotina	Incertae sedis	Kickxellales	Kickxellaceae
Spifus1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Spoumb1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Rhizopodaceae
Synfus1	Zoopagomycota	Zoopagomycotina	Incertae sedis	Zoopagales	Piptocephalidaceae
Synplu1	Zoopagomycota	Zoopagomycotina	Incertae sedis	Zoopagales	Piptocephalidaceae
Synps1	Zoopagomycota	Zoopagomycotina	Incertae sedis	Zoopagales	Piptocephalidaceae
Synrac1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Syncephalastraceae
Syzme1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Rhizopodaceae
Thaele1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
Thasp1	Zoopagomycota	Zoopagomycotina	Incertae sedis	Zoopagales	Sigmoideomycetaceae
Umbelo1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Umbelopsidaceae
Umbisa1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Umbelopsidaceae
Umbra1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Umbelopsidaceae
Umbsp_AD052_1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Umbelopsidaceae
Zoorad1	Zoopagomycota	Entomophthoromycotina	Incertae sedis	Entomophthorales	Entomophthoraceae
Zycmex1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Lichtheimiaceae
Zyghet1	Zoopagomycota	Mucoromycotina	Incertae sedis	Mucorales	Mucoraceae
